resource_id,resource_name,resource_url,description,format,type,runtime,subject_areas,authoring_organization,intended_audiences,content_soup
L003041112,nlm curation at scale workshop session 8 panel,https://www.youtube.com/watch?v=3bv9-wKzjh0,panel curation at scale in the times of pandemics chair lynette hirschman mitre,MP4 Video,youtube video,60.0,genetics and molecular biology other,office of communications and public liaison,everyone educator developer,nlm curation at scale workshop session 8 panel panel curation at scale in the times of pandemics chair lynette hirschman mitre genetics and molecular biology other youtube video everyone educator developer office of communications and public liaison
L003226112,nlm digital collections nlm product outreach guide,https://www.nnlm.gov/BqxkZ,provides access to the national library of medicine distinctive digital content in the areas of biomedicine health care and the history of medicine this brief product guide to nlm digital collections is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources,PDF,document,Unknown,history of medicine other,network of the national library of medicine,educator,nlm digital collections nlm product outreach guide provides access to the national library of medicine distinctive digital content in the areas of biomedicine health care and the history of medicine this brief product guide to nlm digital collections is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources history of medicine other document educator network of the national library of medicine
L003227112,nlm exhibitions nlm product outreach guide,https://www.nnlm.gov/BqDRL,online exhibitions that feature curated selections of digitized books images ephemera films and historical documents from the nlm digital collections this brief product guide to nlm exhibitions is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources,MS Word,document,Unknown,history of medicine other,network of the national library of medicine,educator,nlm exhibitions nlm product outreach guide online exhibitions that feature curated selections of digitized books images ephemera films and historical documents from the nlm digital collections this brief product guide to nlm exhibitions is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources history of medicine other document educator network of the national library of medicine
L003921112,nlm fellowship program informational webinar,https://www.nlm.nih.gov/oet/ed/fellowships/associate_promo.html,nlm offers one year remote residency fellowship for early career and second career librarians interested in career in health sciences librarianship we offer opportunities to launch your career through mentorship structured learning professional development and connections to librarians researchers historians educators and leaders who shape and influence libraries and informatics alumni go on to careers in health sciences libraries academic libraries and health non profits,HTML,webinar source page,57.0,other,training team user engagement program,everyone educator,nlm fellowship program informational webinar nlm offers one year remote residency fellowship for early career and second career librarians interested in career in health sciences librarianship we offer opportunities to launch your career through mentorship structured learning professional development and connections to librarians researchers historians educators and leaders who shape and influence libraries and informatics alumni go on to careers in health sciences libraries academic libraries and health non profits other webinar source page everyone educator training team user engagement program
L002462112,nlm intramural training opportunities,https://www.nlm.nih.gov/research/training.html,the nlm intramural research program irp directs its efforts toward two broad areas of computational biomedical sciences 1 computational biology using biological data to advance algorithms and models to better comprehend biological systems and to connect relationships between any level of biological organization and 2 computational health sciences focusing on clinical information processing including new computational methods for clinical data and health data standards,HTML,page,Unknown,bioinformatics clinical medicine data science,nlm intramural research division,everyone,nlm intramural training opportunities the nlm intramural research program irp directs its efforts toward two broad areas of computational biomedical sciences 1 computational biology using biological data to advance algorithms and models to better comprehend biological systems and to connect relationships between any level of biological organization and 2 computational health sciences focusing on clinical information processing including new computational methods for clinical data and health data standards bioinformatics clinical medicine data science page everyone nlm intramural research division
L003901112,nlm office hours special listening session mesh january 2023,https://www.nlm.nih.gov/oet/ed/mesh/2023/nlm-office-hours-special_mesh.html,on january 18 2023 dianne babski nlm associate director library operations and dan cho technical information specialist nlm mesh team briefly discussed how nlm determines which new and updated terms are added to mesh and share factors that impact the updates to mesh the remainder of the session includes conversation with the audience,HTML,webinar source page,57.0,medical subject headings mesh nlm office hours,training team user engagement program,everyone educator,nlm office hours special listening session mesh january 2023 on january 18 2023 dianne babski nlm associate director library operations and dan cho technical information specialist nlm mesh team briefly discussed how nlm determines which new and updated terms are added to mesh and share factors that impact the updates to mesh the remainder of the session includes conversation with the audience medical subject headings mesh nlm office hours webinar source page everyone educator training team user engagement program
L003241112,nlm office hours special listening session mesh june 2022,https://www.nlm.nih.gov/oet/ed/mesh/office-hours-mesh_special.html,on june 30 2022 dianne babski nlm associate director library operations amanda wilson acting deputy associate director library operations and dan cho technical information specialist nlm mesh team hosted special nlm office hour listening session on mesh it includes brief presentation and conversation with the audience,MP4 Video,webinar,58.0,medical subject headings mesh other nlm office hours,training team user engagement program,everyone educator developer,nlm office hours special listening session mesh june 2022 on june 30 2022 dianne babski nlm associate director library operations amanda wilson acting deputy associate director library operations and dan cho technical information specialist nlm mesh team hosted special nlm office hour listening session on mesh it includes brief presentation and conversation with the audience medical subject headings mesh other nlm office hours webinar everyone educator developer training team user engagement program
L003601112,nlm office hours bookshelf november 2022,https://www.nlm.nih.gov/oet/ed/bookshelf/22_11_nlm-oh_bookshelf.html,on november 30 2022 stacy lathrop from nlm national center for biotechnology information ncbi discussed the use of bookshelf for accessing technical reports systematic reviews clinical guidelines and reference materials including the genereviews lactmed and livertox resources as well as finding information in specialty areas such as in toxicology and medical genetics following the presentation stacy was joined by barbara bushman and tina shrader from the metadata and cataloging section to answer audience questions about bookshelf selection policies and interface features how to get alerts for new content how to find practice guidelines from nlm sources and more,HTML,webinar source page,42.0,nlm catalog bookshelf,training team user engagement program,everyone educator,nlm office hours bookshelf november 2022 on november 30 2022 stacy lathrop from nlm national center for biotechnology information ncbi discussed the use of bookshelf for accessing technical reports systematic reviews clinical guidelines and reference materials including the genereviews lactmed and livertox resources as well as finding information in specialty areas such as in toxicology and medical genetics following the presentation stacy was joined by barbara bushman and tina shrader from the metadata and cataloging section to answer audience questions about bookshelf selection policies and interface features how to get alerts for new content how to find practice guidelines from nlm sources and more nlm catalog bookshelf webinar source page everyone educator training team user engagement program
L004682112,nlm office hours clinicaltrials gov modernized website september 2023,https://www.nlm.nih.gov/oet/ed/ct/9-26_oh-modernization.html,on september 26 2023 christina robinson from the national center for biotechnology information ncbi clinicaltrials gov team gave brief overview of the modernization effort and how the modernized website better meets the needs of multiple user groups following the presentation nlm product staff from the ncbi clinicaltrials gov team answered questions from the audience,HTML,webinar source page,38.0,clinicaltrials gov,training team user engagement program,everyone educator,nlm office hours clinicaltrials gov modernized website september 2023 on september 26 2023 christina robinson from the national center for biotechnology information ncbi clinicaltrials gov team gave brief overview of the modernization effort and how the modernized website better meets the needs of multiple user groups following the presentation nlm product staff from the ncbi clinicaltrials gov team answered questions from the audience clinicaltrials gov webinar source page everyone educator training team user engagement program
L004683112,nlm office hours clinicaltrials gov protocol registration and results system october 2023,https://www.nlm.nih.gov/oet/ed/ct/10-03_oh-prs.html,on october 3 2023 stacey arnold from the national center for biotechnology information ncbi clinicaltrials gov team gave brief overview of the modernization of the prs the system used to submit clinical trial information that is posted on clinicaltrials gov she provides mini tutorial on how to register trial using the modernized interface prs beta following the presentation nlm product staff from the ncbi clinicaltrials gov team answered questions from the audience,HTML,webinar source page,45.0,clinicaltrials gov,training team user engagement program,everyone educator,nlm office hours clinicaltrials gov protocol registration and results system october 2023 on october 3 2023 stacey arnold from the national center for biotechnology information ncbi clinicaltrials gov team gave brief overview of the modernization of the prs the system used to submit clinical trial information that is posted on clinicaltrials gov she provides mini tutorial on how to register trial using the modernized interface prs beta following the presentation nlm product staff from the ncbi clinicaltrials gov team answered questions from the audience clinicaltrials gov webinar source page everyone educator training team user engagement program
L005101112,nlm office hours dataset catalog april 2024,https://www.nlm.nih.gov/oet/ed/dataset_catalog/04-24_oh.html,on april 11 2024 peter seibert nancy fallgren and alvin stockdale from nlm dataset catalog team hosted nlm office hours dataset catalog this session includes discussion on the beta version of new online tool the dataset catalog and demonstration of the beta tool functionality features and benefits following the presentation and demonstration the dataset catalog team answered questions from the audience,HTML,webinar source page,42.0,data science data management nlm office hours,training team user engagement program,everyone educator,nlm office hours dataset catalog april 2024 on april 11 2024 peter seibert nancy fallgren and alvin stockdale from nlm dataset catalog team hosted nlm office hours dataset catalog this session includes discussion on the beta version of new online tool the dataset catalog and demonstration of the beta tool functionality features and benefits following the presentation and demonstration the dataset catalog team answered questions from the audience data science data management nlm office hours webinar source page everyone educator training team user engagement program
L003501112,nlm office hours medical subject headings mesh june 2022,https://www.nlm.nih.gov/oet/ed/mesh/2022_nlm-office-hours_mesh.html,on june 30 2022 elaine alligood and the massachusetts health sciences library network co hosted special nlm office hours with dr dan cho from nlm mesh team dr cho described how mesh is developed and explained the role of community input in mesh development q and discussion followed the brief presentation,HTML,webinar source page,45.0,medical subject headings mesh nlm office hours,training team user engagement program,everyone educator developer,nlm office hours medical subject headings mesh june 2022 on june 30 2022 elaine alligood and the massachusetts health sciences library network co hosted special nlm office hours with dr dan cho from nlm mesh team dr cho described how mesh is developed and explained the role of community input in mesh development q and discussion followed the brief presentation medical subject headings mesh nlm office hours webinar source page everyone educator developer training team user engagement program
L004361112,nlm office hours medlineplus june 2023,https://www.nlm.nih.gov/oet/ed/medlineplus/2023/06_nlm_oh.html,on june 28 2023 louise to from the office of engagement and training and javier chavez from the medlineplus team co hosted nlm office hours medlineplus the webinar includes brief presentation on the processes behind providing spanish language content followed by a,HTML,webinar source page,37.0,medlineplus nlm office hours,training team user engagement program,everyone educator,nlm office hours medlineplus june 2023 on june 28 2023 louise to from the office of engagement and training and javier chavez from the medlineplus team co hosted nlm office hours medlineplus the webinar includes brief presentation on the processes behind providing spanish language content followed by a medlineplus nlm office hours webinar source page everyone educator training team user engagement program
L004121112,nlm office hours proximity searching march 2023,https://www.nlm.nih.gov/oet/ed/pubmed/nlm-office-hours_proximity_searching.html,on march 31 2023 amanda sawyer from the ncbi pubmed team hosted nlm office hours proximity searching the session includes brief demonstration on the new proximity searching feature in pubmed following the presentation amanda is joined by jessica chan and kathi canese from ncbi and alex sticco from the indexing section to answer questions from the audience,HTML,webinar source page,42.0,pubmed nlm office hours,training team user engagement program,everyone educator,nlm office hours proximity searching march 2023 on march 31 2023 amanda sawyer from the ncbi pubmed team hosted nlm office hours proximity searching the session includes brief demonstration on the new proximity searching feature in pubmed following the presentation amanda is joined by jessica chan and kathi canese from ncbi and alex sticco from the indexing section to answer questions from the audience pubmed nlm office hours webinar source page everyone educator training team user engagement program
L004481112,nlm office hours pubmed august 2023,https://www.nlm.nih.gov/oet/ed/pubmed/08-23_oh-pubmed.html,on august 23 2023 amanda sawyer from the ncbi pubmed team hosted nlm office hours pubmed the session includes an encore of the pubmed update session from the 2023 mla annual conference following the presentation amanda is joined by dan cho from the mesh team and alex sticco from the indexing section to answer questions from the audience,HTML,webinar source page,53.0,pubmed,training team user engagement program,everyone educator,nlm office hours pubmed august 2023 on august 23 2023 amanda sawyer from the ncbi pubmed team hosted nlm office hours pubmed the session includes an encore of the pubmed update session from the 2023 mla annual conference following the presentation amanda is joined by dan cho from the mesh team and alex sticco from the indexing section to answer questions from the audience pubmed webinar source page everyone educator training team user engagement program
L005081112,nlm office hours pubmed february 2024,https://www.nlm.nih.gov/oet/ed/pubmed/02-24_oh_medline-automated-indexing.html,on february 28 2024 alex sticco from nlm controlled vocabulary services program hosted nlm office hours pubmed the session includes discussion of recent developments and improvements to the automated medline indexing process for pubmed following the presentation alex is joined by panel of experts from the ncbi pubmed team and the controlled vocabulary services program to answer questions from the audience,HTML,webinar source page,47.0,medline pubmed,training team user engagement program,everyone educator,nlm office hours pubmed february 2024 on february 28 2024 alex sticco from nlm controlled vocabulary services program hosted nlm office hours pubmed the session includes discussion of recent developments and improvements to the automated medline indexing process for pubmed following the presentation alex is joined by panel of experts from the ncbi pubmed team and the controlled vocabulary services program to answer questions from the audience medline pubmed webinar source page everyone educator training team user engagement program
L002841112,nlm office hours pubmed january 2022,https://www.nlm.nih.gov/oet/ed/pubmed/NLM_Office_Hours_PubMed.html,on january 28 2022 catherine staley and panel of experts from the national library of medicine and the network of the national library of medicine hosted nlm office hours pubmed it includes conversation with pubmed product staff from the national center for biotechnology information ncbi,HTML,webinar source page,46.0,my ncbi pubmed nlm office hours,training team user engagement program,everyone educator developer,nlm office hours pubmed january 2022 on january 28 2022 catherine staley and panel of experts from the national library of medicine and the network of the national library of medicine hosted nlm office hours pubmed it includes conversation with pubmed product staff from the national center for biotechnology information ncbi my ncbi pubmed nlm office hours webinar source page everyone educator developer training team user engagement program
L005221112,nlm office hours pubmed june 2024,https://www.nlm.nih.gov/oet/ed/pubmed/06-24_oh-pubmed.html,on june 11 2024 amanda sawyer from the ncbi pubmed team hosted nlm office hours pubmed the session included presentation expanding on updates presented at the mla annual conference in may 2024 showcasing what new features and improvements the pubmed team has been working on and what next for pubmed following the presentation amanda was joined by alex sticco from the controlled vocabulary services to answer questions from the audience,MP4 Video,webinar,54.0,pubmed nlm office hours,pubmed central team ncbi,everyone educator,nlm office hours pubmed june 2024 on june 11 2024 amanda sawyer from the ncbi pubmed team hosted nlm office hours pubmed the session included presentation expanding on updates presented at the mla annual conference in may 2024 showcasing what new features and improvements the pubmed team has been working on and what next for pubmed following the presentation amanda was joined by alex sticco from the controlled vocabulary services to answer questions from the audience pubmed nlm office hours webinar everyone educator pubmed central team ncbi
L003402112,nlm office hours pubmed september 2022,https://www.nlm.nih.gov/oet/ed/pubmed/nlm-oh_pubmed_sep22.html,on september 21 2022 susan schmidt from nlm index section and panel of experts from the national library of medicine hosted nlm office hours pubmed it includes conversation with pubmed product staff from the national center for biotechnology information ncbi pubmed team the lister hill national center for biomedical communication lhc and the index section,MP4 Video,webinar,45.0,pubmed nlm office hours,training team user engagement program,everyone educator,nlm office hours pubmed september 2022 on september 21 2022 susan schmidt from nlm index section and panel of experts from the national library of medicine hosted nlm office hours pubmed it includes conversation with pubmed product staff from the national center for biotechnology information ncbi pubmed team the lister hill national center for biomedical communication lhc and the index section pubmed nlm office hours webinar everyone educator training team user engagement program
L002821112,nlm office hours pubmed central march 2022,https://www.nlm.nih.gov/oet/ed/pmc/nlm_office_hours_pmc.html,on march 25 2022 the national library of medicine and the network of the national library of medicine hosted nlm office hours pubmed central it includes conversation with pubmed central product staff about the new pmc interface nih public access policy compliance and preprints,MP4 Video,webinar,45.0,pubmed central public access nlm office hours,training team user engagement program,everyone educator,nlm office hours pubmed central march 2022 on march 25 2022 the national library of medicine and the network of the national library of medicine hosted nlm office hours pubmed central it includes conversation with pubmed central product staff about the new pmc interface nih public access policy compliance and preprints pubmed central public access nlm office hours webinar everyone educator training team user engagement program
L005701112,nlm office hours pubmed filters november 2024,https://www.nlm.nih.gov/oet/ed/pubmed/11-24_oh_pubmed.html,on november 7 2024 amanda sawyer from the national center for biotechnology information ncbi pubmed team hosted nlm office hours pubmed the session included presentation on recent improvements to pubmed filters sidebar following the presentation amanda was joined by marie collins and jessica chan from the ncbi pubmed team and alex sticco from the controlled vocabulary services to answer questions from the audience,HTML,webinar source page,52.0,pubmed,training team user engagement program,everyone educator,nlm office hours pubmed filters november 2024 on november 7 2024 amanda sawyer from the national center for biotechnology information ncbi pubmed team hosted nlm office hours pubmed the session included presentation on recent improvements to pubmed filters sidebar following the presentation amanda was joined by marie collins and jessica chan from the ncbi pubmed team and alex sticco from the controlled vocabulary services to answer questions from the audience pubmed webinar source page everyone educator training team user engagement program
L005401112,nlm office hours unified medical language system umls august 2024,https://www.nlm.nih.gov/oet/ed/umls/08-24_oh-umls.html,on august 15 2024 david anderson and miranda jarnot from the terminology services program hosted nlm office hours umls the session focused on the unified medical language system umls metathesaurus data release files and the umls editing process following the presentation david and miranda answered questions from the audience,HTML,webinar source page,45.0,unified medical language system umls terminology nlm office hours,training team user engagement program,everyone educator,nlm office hours unified medical language system umls august 2024 on august 15 2024 david anderson and miranda jarnot from the terminology services program hosted nlm office hours umls the session focused on the unified medical language system umls metathesaurus data release files and the umls editing process following the presentation david and miranda answered questions from the audience unified medical language system umls terminology nlm office hours webinar source page everyone educator training team user engagement program
L005881112,nlm product guides lactmed,https://www.youtube.com/watch?v=d-rjsyTemqE,lactmed is an online database that provides peer reviewed information on over 1 600 drugs and chemicals that breastfeeding people and their infants may be exposed to,MP4 Video,youtube video,2.0,drugs and chemicals other,network of the national library of medicine,educator,nlm product guides lactmed lactmed is an online database that provides peer reviewed information on over 1 600 drugs and chemicals that breastfeeding people and their infants may be exposed to drugs and chemicals other youtube video educator network of the national library of medicine
L005882112,nlm product guides nih common data elements,https://www.youtube.com/watch?v=ejeEZYalHyQ,the nih cde repository is repository of common data elements cdes recommended or required for use by nih institutes and centers the cdes in the nih cde repository provide standards for how medical questionnaires or surveys are structured so that questions and responses are captured in consistent way across different studies organizations and disciplines,MP4 Video,youtube video,3.0,common data elements cde,network of the national library of medicine,educator,nlm product guides nih common data elements the nih cde repository is repository of common data elements cdes recommended or required for use by nih institutes and centers the cdes in the nih cde repository provide standards for how medical questionnaires or surveys are structured so that questions and responses are captured in consistent way across different studies organizations and disciplines common data elements cde youtube video educator network of the national library of medicine
L005801112,nlm product guides open i,https://www.youtube.com/watch?v=BeaNQs0Qzck,open contains images from pubmed central articles and from the nlm history of medicine including charts graphs clinical images etc from open source literature and biomedical image collections,MP4 Video,youtube video,3.0,other images,network of the national library of medicine,educator,nlm product guides open i open contains images from pubmed central articles and from the nlm history of medicine including charts graphs clinical images etc from open source literature and biomedical image collections other images youtube video educator network of the national library of medicine
L005641112,nlm webinar introduction to the modernized protocol registration and results system,https://www.nlm.nih.gov/oet/ed/ct/2024/modernized_prs.html,nlm hosted public webinar to provide an update on the clinicaltrials gov modernization effort highlight features of the modernized prs and show users how to navigate the modernized prs,HTML,webinar source page,60.0,clinicaltrials gov,clinicaltrials gov team ncbi,everyone educator developer,nlm webinar introduction to the modernized protocol registration and results system nlm hosted public webinar to provide an update on the clinicaltrials gov modernization effort highlight features of the modernized prs and show users how to navigate the modernized prs clinicaltrials gov webinar source page everyone educator developer clinicaltrials gov team ncbi
L002461112,nlm university based biomedical informatics and data science research training programs,https://www.nlm.nih.gov/ep/GrantTrainInstitute.html,list of research training programs supported by the national library of medicine,HTML,page,Unknown,bioinformatics clinical medicine data science data management,training team user engagement program,everyone,nlm university based biomedical informatics and data science research training programs list of research training programs supported by the national library of medicine bioinformatics clinical medicine data science data management page everyone training team user engagement program
L003233112,nlm scrubber nlm product outreach guide,https://www.nnlm.gov/CtJS4,freely available tool used for clinical text deidentification this brief product guide to the nlm scrubber is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources,PDF,document,Unknown,other,network of the national library of medicine,educator,nlm scrubber nlm product outreach guide freely available tool used for clinical text deidentification this brief product guide to the nlm scrubber is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources other document educator network of the national library of medicine
L002021112,nlm human genetics resources for clinicians and biologists,https://youtu.be/Ui_BB-ZQTo0,in this one hour webinar learn about human genetics resources for clinicians and biologists,MP4 Video,youtube video,64.0,genetics and molecular biology clinical medicine,network of the national library of medicine,everyone educator,nlm human genetics resources for clinicians and biologists in this one hour webinar learn about human genetics resources for clinicians and biologists genetics and molecular biology clinical medicine youtube video everyone educator network of the national library of medicine
L004242112,nnlm carpentries workshops,https://www.nnlm.gov/training/class-catalog/nnlm-carpentries-workshop-series,the network of the national library of medicine sponsors carpentries workshops covering variety of topics the target audience is learners who have little to no prior computational experience and the instructors put priority on creating friendly environment to empower learners and enable data driven discovery even those with some experience will benefit as the goal is to teach not only how to do analyses but how to manage the process to make it as automated and reproducible as possible,HTML,page,Unknown,data science,network of the national library of medicine,everyone educator,nnlm carpentries workshops the network of the national library of medicine sponsors carpentries workshops covering variety of topics the target audience is learners who have little to no prior computational experience and the instructors put priority on creating friendly environment to empower learners and enable data driven discovery even those with some experience will benefit as the goal is to teach not only how to do analyses but how to manage the process to make it as automated and reproducible as possible data science page everyone educator network of the national library of medicine
L001502112,nnlm resource picks bookshelf,https://youtu.be/Id7RpdBlukI,freely access books reports and documents including systematic reviews and clinical guidelines from the ncbi bookshelf stacy lathrop from the national library of medicine presents an overview of the ncbi bookshelf as part of the nnlm resource picks series,MP4 Video,youtube video,60.0,clinical medicine bookshelf,network of the national library of medicine,everyone,nnlm resource picks bookshelf freely access books reports and documents including systematic reviews and clinical guidelines from the ncbi bookshelf stacy lathrop from the national library of medicine presents an overview of the ncbi bookshelf as part of the nnlm resource picks series clinical medicine bookshelf youtube video everyone network of the national library of medicine
L003481112,nnlm toolkit for the nih data management and sharing policy,https://www.nnlm.gov/guides/nnlm-toolkit-nih-data-management-and-sharing-policy,selection of guides toolkits and other resources for librarians working on addressing the nih data management and sharing policy,HTML,catalog or list of resources,Unknown,data management,network of the national library of medicine,everyone educator,nnlm toolkit for the nih data management and sharing policy selection of guides toolkits and other resources for librarians working on addressing the nih data management and sharing policy data management catalog or list of resources everyone educator network of the national library of medicine
L005903112,nanda an open data resource for health science researchers,https://www.youtube.com/watch?v=IZNco8H7ccE,this webinar will provide an overview of the national neighborhood data archive nanda and discuss how neighborhoods operate as social determinant of health using data from nanda presenters will demonstrate some of the diverse pathways by which local neighborhood characteristics can shape health disparities,MP4 Video,youtube video,47.0,other consumer health,network of the national library of medicine,everyone,nanda an open data resource for health science researchers this webinar will provide an overview of the national neighborhood data archive nanda and discuss how neighborhoods operate as social determinant of health using data from nanda presenters will demonstrate some of the diverse pathways by which local neighborhood characteristics can shape health disparities other consumer health youtube video everyone network of the national library of medicine
L003236112,national library of medicine nlm history of medicine collections nlm product outreach guide,https://www.nnlm.gov/BrHGb,iincludes historical material related to health and disease this brief product guide to the nlm history of medicine collections is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources,PDF,document,Unknown,history of medicine other,network of the national library of medicine,educator,national library of medicine nlm history of medicine collections nlm product outreach guide iincludes historical material related to health and disease this brief product guide to the nlm history of medicine collections is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources history of medicine other document educator network of the national library of medicine
L005181112,navigating new norms harnessing generative ai for library services and solutions,https://www.nnlm.gov/guides/opencourse/generativeai,this 6 hour course is designed to equip librarians with the knowledge and skills needed to automate efforts in advancing analytics creating content and answering library users questions register to embark on journey exploring the nuts and bolts of generative ai from its foundational concepts to practical applications in library settings,HTML,webinar source page,360.0,data science,network of the national library of medicine,everyone,navigating new norms harnessing generative ai for library services and solutions this 6 hour course is designed to equip librarians with the knowledge and skills needed to automate efforts in advancing analytics creating content and answering library users questions register to embark on journey exploring the nuts and bolts of generative ai from its foundational concepts to practical applications in library settings data science webinar source page everyone network of the national library of medicine
L003386112,news and updates,https://www.clinicaltrials.gov/about-site/new,answers to frequently asked questions about clinicaltrials gov,HTML,help page or faq,Unknown,clinicaltrials gov,clinicaltrials gov team ncbi,everyone educator,news and updates answers to frequently asked questions about clinicaltrials gov clinicaltrials gov help page or faq everyone educator clinicaltrials gov team ncbi
L00618080,nursing resources for standards and interoperability,https://www.nlm.nih.gov/research/umls/Snomed/nursing_terminology_resources.html,the video demonstrates how to use umls metathesaurus to find cuis and extract concept level synonyms between snomed ct and other nursing terminologies,HTML,page,Unknown,snomedct unified medical language system umls uts terminology clinical medicine nursing,terminology services,everyone,nursing resources for standards and interoperability the video demonstrates how to use umls metathesaurus to find cuis and extract concept level synonyms between snomed ct and other nursing terminologies snomedct unified medical language system umls uts terminology clinical medicine nursing page everyone terminology services
L005803112,open tools for data de identification,https://www.youtube.com/watch?v=1i7QcSWOfyQ,this presentation addresses data and health information resources as well as the nlm initiative of building data ready workforce by including information about de identifying data and the nlm scrubber resource,MP4 Video,youtube video,58.0,other data science,network of the national library of medicine,everyone,open tools for data de identification this presentation addresses data and health information resources as well as the nlm initiative of building data ready workforce by including information about de identifying data and the nlm scrubber resource other data science youtube video everyone network of the national library of medicine
L003228112,open nlm product outreach guide,https://www.nnlm.gov/BqKpw,resource that allows people to search and retrieve over 3 7 million abstracts and images from open source literature and biomedical image collections this brief product guide to open is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources resource that allows people to search and retrieve over 3 7 million abstracts and images from open source literature and biomedical image collections this brief guide to open is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources resource that allows people to search and retrieve over 3 7 million abstracts and images from open source literature and biomedical image collections this brief guide to open is designed to quickly orient people who do outreach and training about tha resource that allows people to search and retrieve over 3 7 million abstracts and images from open source literature and biomedical image collections this brief guide to open is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources resource who uses it for what and how the guide also includes teaching examples and alternative resources,PDF,document,Unknown,other images,network of the national library of medicine,educator,open nlm product outreach guide resource that allows people to search and retrieve over 3 7 million abstracts and images from open source literature and biomedical image collections this brief product guide to open is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources resource that allows people to search and retrieve over 3 7 million abstracts and images from open source literature and biomedical image collections this brief guide to open is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources resource that allows people to search and retrieve over 3 7 million abstracts and images from open source literature and biomedical image collections this brief guide to open is designed to quickly orient people who do outreach and training about tha resource that allows people to search and retrieve over 3 7 million abstracts and images from open source literature and biomedical image collections this brief guide to open is designed to quickly orient people who do outreach and training about the resource who uses it for what and how the guide also includes teaching examples and alternative resources resource who uses it for what and how the guide also includes teaching examples and alternative resources other images document educator network of the national library of medicine
L001121112,opening an rxnorm file in spreadsheet,https://www.nlm.nih.gov/research/umls/user_education/quick_tours/RxNorm/rxnorm_spreadsheet.html,this video demonstrates two methods to open an rxnorm file in spreadsheet,MP4 Video,video tutorial,5.0,drugs and chemicals rxnorm terminology,terminology services,everyone,opening an rxnorm file in spreadsheet this video demonstrates two methods to open an rxnorm file in spreadsheet drugs and chemicals rxnorm terminology video tutorial everyone terminology services
L003360112,outside inside immigration migration and health care in the united states determinants of health henry street visiting nurses lesson plan,https://www.nlm.nih.gov/exhibition/outsideinside/education-lessonplan1.html,students learn about various determinants of health using primary and secondary sources to consider health determinants students examine selection of images and texts about the henry street settlement visiting nurse service from the 1930s,HTML,page,Unknown,12 education history of medicine,exhibitions team,everyone educator,outside inside immigration migration and health care in the united states determinants of health henry street visiting nurses lesson plan students learn about various determinants of health using primary and secondary sources to consider health determinants students examine selection of images and texts about the henry street settlement visiting nurse service from the 1930s 12 education history of medicine page everyone educator exhibitions team
L004844112,outside inside immigration migration and health care in the united states immigrant health health services and history lesson plan,https://www.nlm.nih.gov/exhibition/outsideinside/education-highered1.html,ideas about health and medicine have been an important part of s immigration policies and attitudes toward immigration students explore how such ideas developed and how they have changed over time,HTML,webinar source page,Unknown,history of medicine,exhibitions team,everyone educator,outside inside immigration migration and health care in the united states immigrant health health services and history lesson plan ideas about health and medicine have been an important part of s immigration policies and attitudes toward immigration students explore how such ideas developed and how they have changed over time history of medicine webinar source page everyone educator exhibitions team
L005242112,part 1 register your study an overview of the dbgap submission process,https://www.youtube.com/watch?v=P79c3gAWgP4,this is the first in series of three videos that provide an overview of dbgap submission process dbgap is the ncbi database of genotypes and phenotypes,MP4 Video,youtube video,4.0,genetics and molecular biology,training team ncbi,everyone educator,part 1 register your study an overview of the dbgap submission process this is the first in series of three videos that provide an overview of dbgap submission process dbgap is the ncbi database of genotypes and phenotypes genetics and molecular biology youtube video everyone educator training team ncbi
L005243112,part 2 submit your data an overview of the dbgap submission process,https://www.youtube.com/watch?v=L1jOi0w9fwg,this is the second in series of three videos that provide an overview of dbgap submission process dbgap is the ncbi database of genotypes and phenotypes,MP4 Video,youtube video,9.0,genetics and molecular biology,training team ncbi,everyone educator,part 2 submit your data an overview of the dbgap submission process this is the second in series of three videos that provide an overview of dbgap submission process dbgap is the ncbi database of genotypes and phenotypes genetics and molecular biology youtube video everyone educator training team ncbi
